vendor_id,latitude,longitude,inventory,sustainability_score
22,12.639493860652042,77.29734900737255,"{'apple': 95, 'banana': 24, 'orange': 94, 'grape': 88, 'mango': 95}",0.8711493783669721
23,12.792144648535219,77.92439619537653,"{'apple': 23, 'banana': 36, 'orange': 49, 'grape': 67, 'mango': 37}",0.8215521763089251
24,12.866361843293692,77.97105824516537,"{'apple': 35, 'banana': 72, 'orange': 75, 'grape': 34, 'mango': 12}",0.6578717012420185
25,12.956069984217036,77.94426648911343,"{'apple': 81, 'banana': 53, 'orange': 51, 'grape': 15, 'mango': 48}",0.8107593620170243
26,13.285175961393014,77.47421421665746,"{'apple': 61, 'banana': 32, 'orange': 98, 'grape': 59, 'mango': 52}",0.6099309781844884
27,12.69967378215836,77.86204265098931,"{'apple': 28, 'banana': 78, 'orange': 60, 'grape': 20, 'mango': 21}",0.7224196796702648
28,13.014234438413611,77.84454939853507,"{'apple': 83, 'banana': 17, 'orange': 33, 'grape': 50, 'mango': 45}",0.9497062610836626
29,13.092414568862042,77.31910047324325,"{'apple': 94, 'banana': 81, 'orange': 64, 'grape': 18, 'mango': 56}",0.5667671165803747
30,12.546450412719997,77.82891547415068,"{'apple': 24, 'banana': 57, 'orange': 91, 'grape': 51, 'mango': 69}",0.693348224993731
31,13.107544851901439,77.0370076347155,"{'apple': 93, 'banana': 79, 'orange': 21, 'grape': 11, 'mango': 16}",0.9105712123601737
32,12.670524123687292,77.59626987848205,"{'apple': 89, 'banana': 12, 'orange': 12, 'grape': 36, 'mango': 49}",0.9847454497030891
33,12.565051592985279,77.2300088372877,"{'apple': 42, 'banana': 10, 'orange': 17, 'grape': 41, 'mango': 57}",0.726963068210898
34,13.448885537253334,77.12056688577728,"{'apple': 13, 'banana': 79, 'orange': 28, 'grape': 41, 'mango': 18}",0.7534998100716737
35,13.46563203307456,77.07695320162921,"{'apple': 21, 'banana': 20, 'orange': 55, 'grape': 25, 'mango': 10}",0.7860859808918849
36,13.308397348116461,77.69628877587814,"{'apple': 72, 'banana': 30, 'orange': 39, 'grape': 22, 'mango': 43}",0.9661740708168554
37,12.80461376917337,77.33987496376807,"{'apple': 13, 'banana': 37, 'orange': 68, 'grape': 36, 'mango': 78}",0.9291033954885148
38,12.597672114006384,77.72476677152876,"{'apple': 34, 'banana': 12, 'orange': 77, 'grape': 34, 'mango': 29}",0.5853005623108222
39,13.184233026512157,77.06535634079894,"{'apple': 43, 'banana': 35, 'orange': 14, 'grape': 70, 'mango': 18}",0.7183789089235375
40,12.940152493739602,77.3152903378306,"{'apple': 59, 'banana': 15, 'orange': 92, 'grape': 69, 'mango': 53}",0.7320002140982131
41,12.622038234844778,77.53949129237533,"{'apple': 20, 'banana': 75, 'orange': 56, 'grape': 82, 'mango': 94}",0.8945480558243784
42,12.99517691011127,77.79072316483897,"{'apple': 97, 'banana': 95, 'orange': 12, 'grape': 85, 'mango': 39}",0.8014464413027176
43,12.534388521115218,77.31875250293207,"{'apple': 99, 'banana': 30, 'orange': 37, 'grape': 99, 'mango': 71}",0.8271102310145064
44,13.409320402078782,77.62589137643701,"{'apple': 42, 'banana': 94, 'orange': 44, 'grape': 61, 'mango': 43}",0.9990999538328088
45,12.758779981600018,77.88597774823619,"{'apple': 50, 'banana': 60, 'orange': 56, 'grape': 91, 'mango': 67}",0.5374800217350065
46,13.162522284353981,77.6158631881823,"{'apple': 84, 'banana': 66, 'orange': 32, 'grape': 57, 'mango': 31}",0.6115049117668665
47,12.811711076089411,77.23295947475363,"{'apple': 26, 'banana': 78, 'orange': 20, 'grape': 24, 'mango': 44}",0.7039479686857735
48,13.02006802117781,77.02440078155654,"{'apple': 42, 'banana': 93, 'orange': 25, 'grape': 43, 'mango': 75}",0.6738912015244436
49,13.04671027934328,77.87009887390093,"{'apple': 49, 'banana': 37, 'orange': 56, 'grape': 48, 'mango': 79}",0.5108227806734917
50,12.684854455525526,77.0212694108504,"{'apple': 82, 'banana': 29, 'orange': 10, 'grape': 81, 'mango': 96}",0.545888803235588
51,13.469584627764558,77.8747016726842,"{'apple': 72, 'banana': 76, 'orange': 13, 'grape': 67, 'mango': 34}",0.840476645701788
52,13.275132823361115,77.52893713402722,"{'apple': 56, 'banana': 47, 'orange': 24, 'grape': 72, 'mango': 30}",0.9396622316812804
53,13.439498941564189,77.9390676985129,"{'apple': 66, 'banana': 62, 'orange': 55, 'grape': 23, 'mango': 85}",0.7571135056329887
54,13.394827350427649,77.79878323577367,"{'apple': 26, 'banana': 48, 'orange': 18, 'grape': 86, 'mango': 88}",0.7695955397568165
55,13.097899978811085,77.99793411053334,"{'apple': 91, 'banana': 15, 'orange': 32, 'grape': 68, 'mango': 55}",0.6275467164161896
56,13.421874235023116,77.35071181545172,"{'apple': 47, 'banana': 23, 'orange': 81, 'grape': 71, 'mango': 44}",0.8839381818168557
57,12.588492502051919,77.76718828893112,"{'apple': 28, 'banana': 39, 'orange': 87, 'grape': 93, 'mango': 34}",0.8758972936836282
58,12.695982862419145,77.40193091360925,"{'apple': 49, 'banana': 97, 'orange': 23, 'grape': 35, 'mango': 96}",0.7941828446088284
59,12.545227288910539,77.47987562030391,"{'apple': 31, 'banana': 57, 'orange': 92, 'grape': 60, 'mango': 12}",0.6063321432556714
60,12.825330330763265,77.62750546321837,"{'apple': 51, 'banana': 28, 'orange': 82, 'grape': 37, 'mango': 93}",0.5485091091185448
61,12.888677289689483,77.87367711418634,"{'apple': 54, 'banana': 80, 'orange': 87, 'grape': 72, 'mango': 82}",0.532119287928563
62,12.771349031773896,77.98408346919929,"{'apple': 28, 'banana': 56, 'orange': 23, 'grape': 47, 'mango': 62}",0.7963480333214389
63,13.32873750915193,77.76827341386452,"{'apple': 70, 'banana': 45, 'orange': 49, 'grape': 90, 'mango': 39}",0.9125176595714
64,12.856753326693589,77.41776678216733,"{'apple': 18, 'banana': 73, 'orange': 42, 'grape': 61, 'mango': 98}",0.9291652158904624
65,12.78093450968738,77.42135700227708,"{'apple': 23, 'banana': 84, 'orange': 62, 'grape': 68, 'mango': 87}",0.7318110371717249
66,13.042696083158248,77.73758230158889,"{'apple': 50, 'banana': 77, 'orange': 77, 'grape': 17, 'mango': 11}",0.8921356496533585
67,12.640924224974762,77.2387771457683,"{'apple': 95, 'banana': 50, 'orange': 64, 'grape': 25, 'mango': 71}",0.9734400981705118
68,13.30219698075404,77.11047411313139,"{'apple': 57, 'banana': 39, 'orange': 21, 'grape': 44, 'mango': 20}",0.6375850562440339
69,12.574550643679771,77.35462215764078,"{'apple': 73, 'banana': 59, 'orange': 94, 'grape': 30, 'mango': 78}",0.6989801731903786
70,13.486886936600516,77.28723899165408,"{'apple': 57, 'banana': 29, 'orange': 76, 'grape': 53, 'mango': 42}",0.9657394962983403
71,13.272244769296657,77.29630812045599,"{'apple': 82, 'banana': 70, 'orange': 18, 'grape': 77, 'mango': 44}",0.6691154836586424
72,12.698715681534173,77.23360775104992,"{'apple': 90, 'banana': 97, 'orange': 74, 'grape': 17, 'mango': 54}",0.9569381451608981
73,12.505522117123602,77.04209318963636,"{'apple': 96, 'banana': 56, 'orange': 49, 'grape': 85, 'mango': 63}",0.9905224311272329
74,13.315461428454833,77.01787393473342,"{'apple': 85, 'banana': 55, 'orange': 56, 'grape': 24, 'mango': 28}",0.8309053642872124
75,13.206857343847616,77.98772238973604,"{'apple': 35, 'banana': 61, 'orange': 31, 'grape': 30, 'mango': 60}",0.9084451447520842
76,13.229007168040987,77.42777313373587,"{'apple': 47, 'banana': 29, 'orange': 38, 'grape': 60, 'mango': 13}",0.8747727821105427
77,13.271270346685945,77.38432664715968,"{'apple': 64, 'banana': 80, 'orange': 37, 'grape': 13, 'mango': 31}",0.849767128807762
78,12.57404465173409,77.67964728269307,"{'apple': 85, 'banana': 54, 'orange': 76, 'grape': 95, 'mango': 75}",0.6534655364906163
79,12.858465728544273,77.21825388786506,"{'apple': 97, 'banana': 43, 'orange': 64, 'grape': 10, 'mango': 81}",0.5285471689539718
80,12.61586905952513,77.94996118395022,"{'apple': 96, 'banana': 47, 'orange': 15, 'grape': 95, 'mango': 34}",0.6715258662598254
81,13.363103425875593,77.78634501441555,"{'apple': 91, 'banana': 26, 'orange': 70, 'grape': 21, 'mango': 15}",0.8334679926019533
82,13.123298126827558,77.08941100231226,"{'apple': 99, 'banana': 36, 'orange': 17, 'grape': 92, 'mango': 74}",0.5512645991139007
83,12.83089802485265,77.41758077578493,"{'apple': 66, 'banana': 49, 'orange': 23, 'grape': 44, 'mango': 57}",0.505958991489121
84,12.563558350286023,77.87911830756217,"{'apple': 93, 'banana': 65, 'orange': 58, 'grape': 22, 'mango': 70}",0.5698461863014693
85,12.810982321715663,77.9447320222914,"{'apple': 58, 'banana': 55, 'orange': 71, 'grape': 17, 'mango': 52}",0.8578679632053976
86,12.825183322026747,77.46740151124988,"{'apple': 29, 'banana': 99, 'orange': 48, 'grape': 94, 'mango': 58}",0.9863968508282219
87,13.229606178338065,77.61341138921071,"{'apple': 73, 'banana': 71, 'orange': 63, 'grape': 18, 'mango': 97}",0.9915323498074102
88,13.137557471355214,77.16703394609208,"{'apple': 46, 'banana': 58, 'orange': 50, 'grape': 26, 'mango': 97}",0.746989574570094
89,13.387212742576327,77.99116862613698,"{'apple': 30, 'banana': 60, 'orange': 68, 'grape': 48, 'mango': 64}",0.9346761504961737
90,12.97221492516195,77.23167170138345,"{'apple': 50, 'banana': 48, 'orange': 22, 'grape': 73, 'mango': 20}",0.868413227875752
91,12.619594245938302,77.94273177413513,"{'apple': 28, 'banana': 20, 'orange': 86, 'grape': 55, 'mango': 54}",0.7505201184923017
92,13.213244787222996,77.64964664899237,"{'apple': 10, 'banana': 49, 'orange': 28, 'grape': 85, 'mango': 81}",0.7863802664775434
93,13.260785048616897,77.60773679487886,"{'apple': 81, 'banana': 70, 'orange': 21, 'grape': 70, 'mango': 42}",0.5686135733084355
94,13.061277197569495,77.5126885110165,"{'apple': 54, 'banana': 99, 'orange': 78, 'grape': 17, 'mango': 34}",0.968830730308296
95,13.27096717995456,77.23066981171776,"{'apple': 55, 'banana': 96, 'orange': 39, 'grape': 56, 'mango': 96}",0.6759648853658884
96,12.993795596364391,77.1765280320055,"{'apple': 58, 'banana': 56, 'orange': 93, 'grape': 91, 'mango': 27}",0.7230746282285847
97,13.022732829381994,77.22048620907017,"{'apple': 75, 'banana': 77, 'orange': 42, 'grape': 45, 'mango': 91}",0.8358301154989494
98,12.92754101835855,77.18643826214425,"{'apple': 28, 'banana': 37, 'orange': 49, 'grape': 93, 'mango': 85}",0.666951235763277
99,12.525419126744096,77.77958447356676,"{'apple': 24, 'banana': 50, 'orange': 48, 'grape': 11, 'mango': 72}",0.6271295804944652
100,12.607891426993305,77.35012525916673,"{'apple': 38, 'banana': 83, 'orange': 75, 'grape': 60, 'mango': 84}",0.8155246966351103
101,12.531429185686735,77.0578426765634,"{'apple': 86, 'banana': 19, 'orange': 23, 'grape': 91, 'mango': 60}",0.5124920411409247
102,13.13641041126378,77.96910263014081,"{'apple': 82, 'banana': 48, 'orange': 37, 'grape': 12, 'mango': 93}",0.8603625560133394
103,12.814355981076327,77.88378588496343,"{'apple': 79, 'banana': 36, 'orange': 11, 'grape': 47, 'mango': 12}",0.7570116849382549
104,13.008570691164703,77.92775228319522,"{'apple': 25, 'banana': 49, 'orange': 11, 'grape': 90, 'mango': 50}",0.8028768652604672
105,13.407566473926092,77.99490782264644,"{'apple': 21, 'banana': 44, 'orange': 74, 'grape': 64, 'mango': 54}",0.8159400796234426
106,12.749292229148875,77.17389524921948,"{'apple': 88, 'banana': 99, 'orange': 94, 'grape': 71, 'mango': 58}",0.7635250782462819
107,12.91038292303563,77.39624201890265,"{'apple': 34, 'banana': 32, 'orange': 33, 'grape': 47, 'mango': 37}",0.791266888720368
108,13.255551138543048,77.75823847570409,"{'apple': 30, 'banana': 63, 'orange': 27, 'grape': 45, 'mango': 54}",0.8418941004449373
109,12.728798165491622,77.6960206180538,"{'apple': 82, 'banana': 62, 'orange': 39, 'grape': 69, 'mango': 41}",0.8765594235898371
110,12.576979909828793,77.15389590633986,"{'apple': 76, 'banana': 76, 'orange': 37, 'grape': 53, 'mango': 88}",0.8637261956430602
111,12.789751452913768,77.81583312499062,"{'apple': 50, 'banana': 72, 'orange': 32, 'grape': 84, 'mango': 57}",0.9348082288661308
112,12.661221287254005,77.22444057183667,"{'apple': 41, 'banana': 66, 'orange': 42, 'grape': 33, 'mango': 48}",0.5947217165837013
113,13.429697652342574,77.22381761482262,"{'apple': 43, 'banana': 65, 'orange': 37, 'grape': 46, 'mango': 16}",0.7005739847458987
114,13.308120379564418,77.53697442289341,"{'apple': 77, 'banana': 46, 'orange': 65, 'grape': 74, 'mango': 74}",0.9738980330072285
115,13.133403756510424,77.59293993484171,"{'apple': 56, 'banana': 29, 'orange': 28, 'grape': 38, 'mango': 83}",0.6982952871931649
116,13.371460590187718,77.58008620783781,"{'apple': 69, 'banana': 27, 'orange': 44, 'grape': 52, 'mango': 20}",0.5624350384529613
117,13.303672076899115,77.09148683739775,"{'apple': 58, 'banana': 47, 'orange': 73, 'grape': 78, 'mango': 17}",0.7627225631810898
118,12.686570058886035,77.87746086263039,"{'apple': 43, 'banana': 57, 'orange': 65, 'grape': 85, 'mango': 74}",0.5547454862772311
119,13.392558998489978,77.2656000425887,"{'apple': 40, 'banana': 13, 'orange': 59, 'grape': 78, 'mango': 39}",0.6014266193639326
120,13.039342241915651,77.1295149212828,"{'apple': 97, 'banana': 68, 'orange': 76, 'grape': 84, 'mango': 54}",0.9991593782854784
121,13.307440155164063,77.88874807986898,"{'apple': 13, 'banana': 35, 'orange': 36, 'grape': 55, 'mango': 73}",0.7706813191980659
122,13.396091299923492,77.95565149822976,"{'apple': 60, 'banana': 59, 'orange': 15, 'grape': 68, 'mango': 24}",0.6420291945202146
123,12.818003474971864,77.86212761726546,"{'apple': 39, 'banana': 51, 'orange': 46, 'grape': 51, 'mango': 44}",0.9973874772869531
124,12.610051924527676,77.80951607472488,"{'apple': 96, 'banana': 15, 'orange': 77, 'grape': 27, 'mango': 82}",0.9832794592775715
125,12.727935162541941,77.65524198063902,"{'apple': 38, 'banana': 86, 'orange': 68, 'grape': 56, 'mango': 26}",0.7203695205421318
126,12.927107788626257,77.55085737060914,"{'apple': 31, 'banana': 77, 'orange': 78, 'grape': 46, 'mango': 58}",0.6302015543939542
127,13.318014765922493,77.08698675991141,"{'apple': 22, 'banana': 43, 'orange': 95, 'grape': 62, 'mango': 96}",0.919199819046095
128,13.360730583256343,77.4084532130707,"{'apple': 60, 'banana': 12, 'orange': 51, 'grape': 41, 'mango': 60}",0.8578103584858929
129,12.506952130531191,77.3726885170123,"{'apple': 94, 'banana': 55, 'orange': 30, 'grape': 53, 'mango': 20}",0.8434707175017552
130,13.010747302577565,77.25975378376033,"{'apple': 77, 'banana': 10, 'orange': 72, 'grape': 33, 'mango': 22}",0.9465568706612363
131,12.917411003148779,77.72342011368859,"{'apple': 20, 'banana': 60, 'orange': 26, 'grape': 91, 'mango': 95}",0.8447085669356623
132,12.72210781047073,77.49587573507877,"{'apple': 33, 'banana': 28, 'orange': 46, 'grape': 94, 'mango': 17}",0.6418989715207746
133,12.619865367333682,77.08104621590765,"{'apple': 37, 'banana': 14, 'orange': 26, 'grape': 45, 'mango': 28}",0.8469315809378661
134,12.837615171403629,77.22018320194981,"{'apple': 73, 'banana': 20, 'orange': 63, 'grape': 54, 'mango': 56}",0.652906755641832
135,13.44290970391252,77.6832587636596,"{'apple': 21, 'banana': 30, 'orange': 20, 'grape': 14, 'mango': 90}",0.8796194898284975
136,12.823202932020756,77.0761308594903,"{'apple': 65, 'banana': 29, 'orange': 50, 'grape': 55, 'mango': 21}",0.809873927245783
137,13.018790621743365,77.85120691404877,"{'apple': 79, 'banana': 26, 'orange': 28, 'grape': 35, 'mango': 57}",0.5387057759923752
138,13.203018958895179,77.49514652701397,"{'apple': 61, 'banana': 79, 'orange': 64, 'grape': 84, 'mango': 42}",0.756417681217571
139,12.863629602379294,77.48058657732665,"{'apple': 71, 'banana': 97, 'orange': 32, 'grape': 24, 'mango': 36}",0.6716504845978705
140,13.47178208272096,77.59240778465951,"{'apple': 84, 'banana': 73, 'orange': 90, 'grape': 60, 'mango': 62}",0.6642853163661471
141,13.46244729494211,77.82468096592515,"{'apple': 87, 'banana': 91, 'orange': 60, 'grape': 56, 'mango': 13}",0.8011281511886286
142,12.751782295825365,77.34780920790219,"{'apple': 16, 'banana': 44, 'orange': 57, 'grape': 82, 'mango': 81}",0.6611624122347124
143,12.997248505892385,77.67801615255907,"{'apple': 54, 'banana': 90, 'orange': 90, 'grape': 81, 'mango': 28}",0.8884468741024363
144,12.80087830981677,77.56573196399579,"{'apple': 72, 'banana': 47, 'orange': 76, 'grape': 68, 'mango': 78}",0.5353957180055873
145,12.784840494377468,77.26702827016942,"{'apple': 22, 'banana': 56, 'orange': 70, 'grape': 40, 'mango': 89}",0.8301941261979127
146,12.536886947354533,77.87862998635516,"{'apple': 31, 'banana': 95, 'orange': 52, 'grape': 76, 'mango': 63}",0.9045974018283707
147,13.109564333979897,77.79742602160692,"{'apple': 19, 'banana': 51, 'orange': 73, 'grape': 30, 'mango': 89}",0.836415844960215
148,13.002679023228861,77.65845183465842,"{'apple': 85, 'banana': 75, 'orange': 50, 'grape': 33, 'mango': 44}",0.7486145975099978
149,12.55147875124999,77.85058172909424,"{'apple': 65, 'banana': 39, 'orange': 66, 'grape': 56, 'mango': 44}",0.9751535068680905
150,12.778646464236612,77.8672942009598,"{'apple': 28, 'banana': 17, 'orange': 35, 'grape': 80, 'mango': 39}",0.6499692448990317
151,13.408265885966653,77.70836297671504,"{'apple': 16, 'banana': 76, 'orange': 74, 'grape': 45, 'mango': 34}",0.509583943762489
152,12.739561890666973,77.83701332836367,"{'apple': 46, 'banana': 10, 'orange': 24, 'grape': 46, 'mango': 22}",0.7159946857317204
153,12.644894872091223,77.69747146166928,"{'apple': 17, 'banana': 14, 'orange': 69, 'grape': 82, 'mango': 10}",0.5165059679501636
154,12.989452760277564,77.6801407717603,"{'apple': 45, 'banana': 44, 'orange': 75, 'grape': 72, 'mango': 32}",0.9769683762632044
155,13.485650454110601,77.61861137821518,"{'apple': 18, 'banana': 43, 'orange': 55, 'grape': 87, 'mango': 13}",0.6049590228740258
156,12.7420552715115,77.75271663955765,"{'apple': 39, 'banana': 84, 'orange': 81, 'grape': 12, 'mango': 23}",0.8944635119744397
157,13.172135547405878,77.15860510529308,"{'apple': 69, 'banana': 86, 'orange': 54, 'grape': 43, 'mango': 54}",0.8872860415871824
158,13.261619615328717,77.88087075919893,"{'apple': 70, 'banana': 92, 'orange': 25, 'grape': 75, 'mango': 49}",0.6088644498414668
159,12.737637543992399,77.87184352774523,"{'apple': 26, 'banana': 43, 'orange': 25, 'grape': 69, 'mango': 75}",0.8106132652400837
160,13.22821634861186,77.02924728303456,"{'apple': 75, 'banana': 99, 'orange': 22, 'grape': 65, 'mango': 40}",0.5240394842432251
161,12.867783132719254,77.82581675056477,"{'apple': 43, 'banana': 48, 'orange': 76, 'grape': 17, 'mango': 96}",0.7417872928519338
162,13.13230583059358,77.12886986747344,"{'apple': 87, 'banana': 64, 'orange': 36, 'grape': 62, 'mango': 48}",0.5073235636362434
163,13.133529710760895,77.33511885425914,"{'apple': 74, 'banana': 26, 'orange': 39, 'grape': 62, 'mango': 22}",0.9605719400904209
164,13.035774684074758,77.7435082562916,"{'apple': 30, 'banana': 28, 'orange': 62, 'grape': 28, 'mango': 66}",0.9880430120997858
165,12.590289770054408,77.1607598960483,"{'apple': 34, 'banana': 95, 'orange': 40, 'grape': 90, 'mango': 64}",0.6111413833192927
166,13.335302495589238,77.81796702411906,"{'apple': 32, 'banana': 41, 'orange': 71, 'grape': 83, 'mango': 19}",0.6040530172981864
167,12.820780064971736,77.83213417795774,"{'apple': 81, 'banana': 63, 'orange': 61, 'grape': 29, 'mango': 41}",0.8768600882810649
168,12.686518510399853,77.50746773376083,"{'apple': 23, 'banana': 59, 'orange': 37, 'grape': 62, 'mango': 33}",0.6266896994146672
169,12.540775141554764,77.00638587171683,"{'apple': 88, 'banana': 31, 'orange': 39, 'grape': 72, 'mango': 13}",0.9475382795809225
170,13.090892943188242,77.28703813317492,"{'apple': 86, 'banana': 68, 'orange': 96, 'grape': 17, 'mango': 91}",0.7869645680614912
171,13.177564361842283,77.61692691837574,"{'apple': 21, 'banana': 40, 'orange': 87, 'grape': 43, 'mango': 91}",0.6753888115051561
172,12.516587828927856,77.98118617802743,"{'apple': 84, 'banana': 85, 'orange': 58, 'grape': 88, 'mango': 66}",0.91634687317471
173,13.01209305829928,77.63181352701667,"{'apple': 35, 'banana': 27, 'orange': 95, 'grape': 47, 'mango': 90}",0.7467033502066975
174,12.726495775197938,77.25980358106416,"{'apple': 96, 'banana': 97, 'orange': 59, 'grape': 17, 'mango': 50}",0.9558164568542378
175,13.14517279040945,77.63400570309962,"{'apple': 15, 'banana': 78, 'orange': 53, 'grape': 73, 'mango': 38}",0.9640071183646906
176,12.67436642900499,77.53998537971586,"{'apple': 37, 'banana': 20, 'orange': 74, 'grape': 28, 'mango': 18}",0.5827100760642047
177,13.190937738102466,77.77984539515114,"{'apple': 36, 'banana': 43, 'orange': 53, 'grape': 77, 'mango': 91}",0.5011617030659652
178,12.886735346300537,77.10698063882695,"{'apple': 24, 'banana': 60, 'orange': 22, 'grape': 92, 'mango': 58}",0.9919654700712011
179,13.436729988736735,77.76102790250202,"{'apple': 79, 'banana': 65, 'orange': 85, 'grape': 60, 'mango': 46}",0.9530687680637397
180,12.637520944145994,77.54126657867612,"{'apple': 26, 'banana': 67, 'orange': 96, 'grape': 99, 'mango': 38}",0.5277226178519208
181,12.841066351050259,77.962992003859,"{'apple': 42, 'banana': 69, 'orange': 98, 'grape': 64, 'mango': 19}",0.916517131970535
182,12.61347352124059,77.34187216603868,"{'apple': 56, 'banana': 32, 'orange': 94, 'grape': 30, 'mango': 22}",0.7289024662796033
183,13.424693618278562,77.63262189313394,"{'apple': 42, 'banana': 33, 'orange': 20, 'grape': 26, 'mango': 77}",0.6294808025124876
184,13.37733935338098,77.93202810551001,"{'apple': 56, 'banana': 34, 'orange': 82, 'grape': 30, 'mango': 93}",0.9393732618384649
185,12.757941627715155,77.10250972799068,"{'apple': 92, 'banana': 92, 'orange': 21, 'grape': 46, 'mango': 51}",0.5983336161951536
186,13.159984046034179,77.93722848723645,"{'apple': 26, 'banana': 57, 'orange': 37, 'grape': 50, 'mango': 56}",0.9736499997100334
187,13.317222200201217,77.68788572230082,"{'apple': 27, 'banana': 87, 'orange': 80, 'grape': 22, 'mango': 91}",0.6028107438496706
188,13.055200811599462,77.06783705910517,"{'apple': 22, 'banana': 40, 'orange': 11, 'grape': 25, 'mango': 18}",0.8068415938643718
189,13.029650578356007,77.30096356694682,"{'apple': 82, 'banana': 47, 'orange': 84, 'grape': 63, 'mango': 65}",0.6115431672644874
190,12.741852290900452,77.70817208864528,"{'apple': 95, 'banana': 96, 'orange': 54, 'grape': 43, 'mango': 18}",0.7728343324843174
191,12.593102767805899,77.06735060146877,"{'apple': 97, 'banana': 17, 'orange': 16, 'grape': 45, 'mango': 27}",0.8419875649575707
192,13.397215757953326,77.58217046017627,"{'apple': 12, 'banana': 37, 'orange': 79, 'grape': 53, 'mango': 30}",0.5951139654100688
193,13.40041805716333,77.34588305695296,"{'apple': 37, 'banana': 63, 'orange': 63, 'grape': 74, 'mango': 30}",0.7604428913503396
194,13.133101457273268,77.62091551776747,"{'apple': 22, 'banana': 66, 'orange': 58, 'grape': 63, 'mango': 19}",0.7345298721950595
195,12.8390297910487,77.04574203381252,"{'apple': 62, 'banana': 53, 'orange': 56, 'grape': 62, 'mango': 83}",0.5355187107016706
196,12.849209574612662,77.87153680615238,"{'apple': 55, 'banana': 22, 'orange': 46, 'grape': 33, 'mango': 11}",0.9091539088376515
197,13.225955678870239,77.9734889691774,"{'apple': 95, 'banana': 90, 'orange': 23, 'grape': 19, 'mango': 44}",0.6678412003214209
198,13.397110259952576,77.9688778552857,"{'apple': 34, 'banana': 12, 'orange': 26, 'grape': 21, 'mango': 63}",0.7872910987759398
199,13.387086424265117,77.74965183174292,"{'apple': 33, 'banana': 38, 'orange': 52, 'grape': 34, 'mango': 69}",0.7573921174665672
200,13.279875545857625,77.13008624013064,"{'apple': 99, 'banana': 74, 'orange': 93, 'grape': 37, 'mango': 25}",0.7566302522852211
201,13.142031646154289,77.75826319592902,"{'apple': 56, 'banana': 90, 'orange': 67, 'grape': 85, 'mango': 36}",0.5536111971042437
202,12.58413996499505,77.0245869164588,"{'apple': 62, 'banana': 51, 'orange': 68, 'grape': 56, 'mango': 43}",0.7117410046246664
